Date,Location,Model,Fatalities,lon,lat
"Jun 27, 2010 at 1730 LT","Alaska, Alaska",De Havilland DHC-2 Beaver,0,-149.4936733,64.2008413
"Jun 27, 2010 at 1545 LT","Voskresensk, Moscow oblast",PZL-Mielec AN-2,0,38.6815132,55.3238424
"Jun 24, 2010 at 1730 LT","Kokshetau, Akmola",PZL-Mielec AN-2,2,69.4047872,53.2948229
"Jun 23, 2010 at 1050 LT","Puerto Barrios, Izabal",Piper PA-31-350 Navajo Chieftain,2,-88.5855173,15.695364
"Jun 23, 2010 at 0603 LT","Quebec City, Quebec",Beechcraft King Air 100,7,-71.2079809,46.8138783
"Jun 19, 2010 at 1703 LT","Plymouth, Massachusetts",Cessna 401,0,-70.6672621,41.9584457
"Jun 19, 2010 at 1447 LT","Berlin, Berlin",Douglas DC-3,0,-75.2176892,38.3226153
"Jun 19, 2010 at 1000 LT","Congo, Congo",Casa 212 Aviocar,11,21.758664,-4.038333
"Jun 18, 2010 at 1930 LT","Chiclayo, Lambayeque",Dassault Falcon 20,0,-79.8442978,-6.7765974
"Jun 15, 2010 at 0805 LT","Bankstown, New South Wales",Piper PA-31-350 Navajo Chieftain,2,151.03497,-33.91817
"Jun 14, 2010 at 1730 LT","Felipe Carrillo Puerto, Quintana Roo",Cessna 208 Caravan,9,-88.0440957,19.5803342
"Jun 13, 2010 at 1100 LT","Lanseria, Gauteng",Swearingen SA226AC Metro II,0,27.9263647,-25.9400168
"Jun 12, 2010 at 0725 LT","La Carlota-Francisco de Miranda AFB (Caracas), Caracas Federal District",PZL-Mielec AN-28,3,-66.8455195,10.4880756
"Jun 4, 2010 at 1200 LT","Sharana AFB, Parwan",Lockheed C-130 Hercules,0,NA,NA
"May 26, 2010 at 0930 LT","Cartwright, Newfoundland & Labrador",Piper PA-31-350 Navajo Chieftain,2,-57.0233174,53.7070086
"May 26, 2010 at 0855 LT","Guatemala City, Guatemala",Piper PA-31-350 Navajo Chieftain,4,-90.5068824,14.6349149
"May 22, 2010 at 0605 LT","Mangalore, Karnataka",Boeing 737-800,158,74.8559568,12.9141417
"May 21, 2010 at 0020 LT","Luanda, Luanda",Beechcraft Super King Air 200,3,13.2894368,-8.8399876
"May 19, 2010 at 0530 LT","Cascavel, Paraná",Embraer EMB-110 Bandeirante,0,-53.4595112,-24.9577771
"May 17, 2010 at 0937 LT","Afghanistan, Afghanistan",Antonov AN-24,44,67.709953,33.93911
"May 15, 2010 at 1510 LT","Suriname, Suriname",PZL-Mielec AN-28,8,-56.027783,3.919305
"May 12, 2010 at 1200 LT","Astrakhan, Astrakhan oblast",PZL-Mielec AN-2,0,48.0599345,46.3588045
"May 12, 2010 at 0601 LT","Tripoli, Tripoli (طرابلس)",Airbus A330,103,35.836167,34.4345975
"May 10, 2010 at 1719 LT","Alert AFB, Nunavut",De Havilland DHC-6 Twin Otter,0,NA,NA
"May 6, 2010 at 1026 LT","Krasnodar, Krasnodar Krai",PZL-Mielec AN-2,0,38.9872209,45.0392674
"May 6, 2010","Brize Norton AFB, Oxfordshire",Lockheed C-130 Hercules,0,-1.5842109,51.7613476
"May 5, 2010 at 1049 LT","Mitú, Vaupés",Embraer ERJ-145,0,-70.233618,1.2521739
"May 4, 2010 at 0817 LT","Odessa, Odessa Oblast",PZL-Mielec AN-2,0,30.7233095,46.482526
"Apr 27, 2010 at 1830 LT","Arlit, Agadez",Beechcraft Super King Air 200,0,7.3894772,18.7390029
"Apr 21, 2010 at 2050 LT","Mexico City, Pampanga",Antonov AN-12,3,120.7005044,15.0986624
"Apr 20, 2010 at 1420 LT","Waipukurau, Hawke's Bay Regional Council",Fletcher FU-24,0,176.538624,-39.9921881
"Apr 13, 2010 at 2318 LT","Monterrey, Nuevo León",Airbus A300,7,-100.3161126,25.6866142
"Apr 13, 2010 at 1055 LT","Manokwari, Special Region of West Papua",Boeing 737-300,0,134.1197771,-0.8758091
"Apr 12, 2010 at 1525 LT","Georgia, Georgia",Rockwell Sabreliner 65,4,43.356892,42.315407
"Apr 10, 2010 at 1041 LT","Smolensk, Smolensk oblast",Tupolev TU-154,96,32.0503663,54.7903112
"Apr 1, 2010 at 1300 LT","Bahias de Huatulco, Oaxaca",Learjet 25,0,-96.1398126,15.7731145
"Mar 31, 2010 at 1400 LT","Indian Ocean, World",Grumman E-2C Hawkeye,1,81.826172,-33.137551
"Mar 30, 2010 at 1400 LT","Ivanovo, Ivanovo oblast",Antonov AN-74,0,40.9766453,57.0050671
"Mar 22, 2010 at 1009 LT","Darwin, Northern Territory",Embraer EMB-120 Brasília,2,130.8456418,-12.4634403
"Mar 22, 2010 at 0235 LT","Moscow, Moscow oblast",Tupolev TU-204,0,37.6172999,55.755826
"Mar 18, 2010 at 1018 LT","Tallinn, Harjumaa",Antonov AN-26,0,24.7535747,59.4369608
